"","code_merge","code_muni","code_muni2","IDHM","UF.x","municipio.x","Nome_UF","log_to_brasilia","log_to_capital","metropolitano","pop_2008","inova5","pop_2008.1","bur_consel_2008","cand_reelec_2008","cand_sex_2008","cand_esc_2008","cand_age_2008","bur_escol_2008","bur_terc_2008","bur_espel_2008","bur_polit_2008","alinhamento_estadual_2008","alinhamento_federal_2008","alinhamento_ambos_2008","n_alinhado_2008","UF.y","MUNICIPIO","municipio.y","rec_orcamento_2008","log_orcamento_2008","iqb_pcr_2008","iqb_factor_2008"
"1195","MAturilandia",211245,"2112456",0.536,"MA","turilandia","Maranhão",7.33711918876118,4.79744207363521,0,20758,0,20758,0,"Sim","Masculino",0,"45",0.0219869706840391,0.0375146541617819,0.694625407166124,0.082063305978898,0,0,0,1,"MA","Turilandia","turilandia","18390576.42",16.7273489402981,0.924907517306193,0.649602169052678
"1196","MAurbano santos",211260,"2112605",0.588,"MA","urbano santos","Maranhão",7.30188302809151,4.82919335032931,0,22459,0,22459,0,"Não","Masculino",1,"52",0.10498687664042,0.0289017341040462,0.681102362204724,0.0366088631984586,0,0,0,1,"MA","Urbano Santos","urbano santos","19812178.76",16.801807395464,0.937500502970876,0.69685452304212
"1197","MAvargem grande",211270,"2112704",0.542,"MA","vargem grande","Maranhão",7.26528285932312,4.79214755431824,0,44648,0,44648,1,"Não","Masculino",1,"62",0.0425655976676385,0,0.7533527696793,0.136996904024768,0,0,0,1,"MA","Vargem Grande","vargem grande","32708201.21",17.3031364059511,0.923246321223753,0.653846811848015
"1198","MAviana",211280,"2112803",0.618,"MA","viana","Maranhão",7.26741376772142,4.69409639518249,0,48907,0,48907,1,"Sim","Masculino",0,"37",0.29265873015873,0.0420650095602294,0.518849206349206,0.0956022944550669,0,0,0,1,"MA","Viana","viana","38830598.57",17.474719116732,0.951206448859116,0.783936533242007
"1199","MAvila nova dos martirios",211285,"2112852",0.581,"MA","vila nova dos martirios","Maranhão",7.07156487521115,6.24964700306671,0,8961,0,8961,0,"Não","Masculino",0,"30",0.301449275362319,0.020746887966805,0.698550724637681,0.020746887966805,0,0,0,1,"MA","Vila Nova dos Martirios","vila nova dos martirios","13158610.66",16.3925869053399,0.959096557045964,0.797576079649159
"1200","MAvitoria do mearim",211290,"2112902",0.596,"MA","vitoria do mearim","Maranhão",7.25133789114848,4.79843168282038,0,31851,0,31851,0,"Não","Feminino",1,"52",0.257510729613734,0,0.967381974248927,0.033717834960071,0,0,0,1,"MA","Vitoria do Mearim","vitoria do mearim","37961845.49",17.452092147226,0.954039196470279,0.774208065269098
"1201","MAvitorino freire",211300,"2113009",0.57,"MA","vitorino freire","Maranhão",7.17901829340562,5.40001618637287,0,31107,0,31107,0,"Sim","Masculino",0,"71",0.0394173093401885,0,0.864610111396744,0.0822596630327057,0,0,0,1,"MA","Vitorino Freire","vitorino freire","26208778.87",17.0816049839815,0.927636920882554,0.658811517989037
"1202","MAze doca",211400,"2114007",0.595,"MA","ze doca","Maranhão",7.25344915103663,5.22891369640916,0,46290,0,46290,0,"Não","Masculino",0,"49",0.0950146627565982,0.0664100096246391,0.609384164222874,0.0182868142444658,0,0,0,1,"MA","Ze Doca","ze doca","41467185.15",17.5404129531404,0.937091399394131,0.693560800393723
"1203","MGabadia dos dourados",310010,"3100104",0.689,"MG","abadia dos dourados","Minas Gerais",5.72378116116289,5.9690655521645,0,6777,0,6777,1,"Não","Feminino",1,"56",0.124579124579125,0.0950413223140496,0.814814814814815,0.0206611570247934,0,0,0,1,"MG","Abadia dos Dourados","abadia dos dourados","10045467.7",16.1226321156251,0.939159304847219,0.707770920204169
"1205","MGabre campo",310030,"3100302",0.654,"MG","abre campo","Minas Gerais",6.63945744566082,5.09675182638732,0,13204,0,13204,0,"Sim","Masculino",0,"34",0.268562401263823,0.00690846286701209,0.914691943127962,0.0846286701208981,0,0,0,1,"MG","Abre Campo","abre campo","12478698.15",16.3395336005605,0.950604666085909,0.773585094548778
"1206","MGacaiaca",310040,"3100401",0.63,"MG","acaiaca","Minas Gerais",6.57631635396877,4.64631212931927,0,4206,0,4206,0,"Não","Masculino",1,"51",0.293838862559242,0.0645161290322581,0.734597156398104,0.0903225806451613,0,0,0,1,"MG","Acaiaca","acaiaca","7182128.93",15.787106405431,0.951200567687556,0.784877232517971
"1207","MGagua boa",310060,"3100609",0.576,"MG","agua boa","Minas Gerais",6.45977925092176,5.56486517546953,0,16764,0,16764,0,"Não","Masculino",1,"56",0.0958466453674121,0.055,0.638977635782748,0.265,0,0,0,1,"MG","agua Boa","agua boa","12573518.71",16.3471034705901,0.916235817677934,0.664615600583965
"1208","MGagua comprida",310070,"3100708",0.675,"MG","agua comprida","Minas Gerais",6.16510267851835,6.07516210612955,0,2159,0,2159,0,"Sim","Masculino",0,"53",0.121951219512195,0.0327868852459016,0.892682926829268,0.0655737704918033,0,0,0,1,"MG","agua Comprida","agua comprida","8799406.99",15.9901948896778,0.93663562569287,0.701865638885848
"1209","MGaguanil",310080,"3100807",0.663,"MG","aguanil","Minas Gerais",6.45111792179172,5.27412712774682,0,4248,0,4248,1,"Sim","Masculino",0,"65",0.179824561403509,0,0.741228070175439,0.349112426035503,1,0,0,0,"MG","Aguanil","aguanil","7250517",15.7965833346332,0.918975774235902,0.697449215594532
"1210","MGaguas formosas",310090,"3100906",0.645,"MG","aguas formosas","Minas Gerais",6.63305524075353,6.08763799055664,0,19189,0,19189,1,"Não","Masculino",0,"40",0.0769230769230769,0,0.9391771019678,0.0438095238095238,0,0,0,1,"MG","aguas Formosas","aguas formosas","17545798.7",16.6803250889043,0.934768358456963,0.682256703034144
"1211","MGaguas vermelhas",310100,"3101003",0.601,"MG","aguas vermelhas","Minas Gerais",6.5401060515582,6.26156801728547,0,13179,0,13179,1,"Não","Masculino",0,"55",0.00568181818181818,0.0346938775510204,0.928030303030303,0.0224489795918367,1,0,0,0,"MG","aguas Vermelhas","aguas vermelhas","11840728.89",16.2870557471807,0.928450140015451,0.64857458334228
"1212","MGaimores",310110,"3101102",0.684,"MG","aimores","Minas Gerais",6.72927433757412,5.72008224206965,0,24871,0,24871,1,"Não","Masculino",1,"44",0.152827918170878,0,0.921780986762936,0.0848563968668407,0,0,0,1,"MG","Aimores","aimores","26803102.48",17.10402820296,0.938970160324425,0.715489193469787
"1213","MGaiuruoca",310120,"3101201",0.668,"MG","aiuruoca","Minas Gerais",6.64986499133809,5.51865699052951,0,6239,0,6239,1,"Não","Masculino",0,"54",0.259259259259259,0.140287769784173,0.735449735449735,0.143884892086331,1,0,0,0,"MG","Aiuruoca","aiuruoca","8408346.48",15.9447353990629,0.941107117797198,0.760137239876848
"1214","MGalagoa",310130,"3101300",0.649,"MG","alagoa","Minas Gerais",6.6722607676089,5.60311463485544,0,2917,0,2917,1,"Não","Masculino",0,"44",0.415492957746479,0,0.71830985915493,0.0980392156862745,0,0,0,1,"MG","Alagoa","alagoa","6506335.52",15.6882869555434,0.964601520398309,0.845900336165681
"1215","MGalbertina",310140,"3101409",0.673,"MG","albertina","Minas Gerais",6.58921529414386,5.94738203453779,0,2966,0,2966,0,"Sim","Feminino",1,"58",0.321782178217822,0,0.99009900990099,0.01,0,0,0,1,"MG","Albertina","albertina","7528914.29",15.8342614047855,0.962630047681069,0.809340849349193
"1216","MGalem paraiba",310150,"3101508",0.726,"MG","alem paraiba","Minas Gerais",6.77274851281483,5.57780344340028,0,34527,0,34527,0,"Não","Masculino",1,"68",0.16776007497657,0.0592334494773519,0.806935332708529,0.0615563298490128,0,0,0,1,"MG","Alem Paraiba","alem paraiba","40640528.94",17.5202763764057,0.940965523795593,0.725030570805209
"1218","MGalfredo vasconcelos",310163,"3101631",0.675,"MG","alfredo vasconcelos","Minas Gerais",6.60660964483588,5.00287190347842,0,6194,0,6194,0,"Sim","Masculino",0,"53",0.285714285714286,0.0416666666666667,0.8,0.107142857142857,0,0,0,1,"MG","Alfredo Vasconcelos","alfredo vasconcelos","7795570.53",15.8690662495852,0.949515763770012,0.779071741493124
"1219","MGalmenara",310170,"3101706",0.642,"MG","almenara","Minas Gerais",6.65256621111362,6.27508212066379,0,38269,0,38269,1,"Sim","Masculino",1,"56",0.375952582557155,0.11156462585034,0.622353937341236,0.0707482993197279,0,0,0,1,"MG","Almenara","almenara","32337953.15",17.2917521185209,0.960036265225167,0.827885404314846
"1220","MGalpercata",310180,"3101805",0.646,"MG","alpercata","Minas Gerais",6.5865302112553,5.43118603962246,0,7231,0,7231,0,"Não","Masculino",0,"73",0,0.0986842105263158,0.783505154639175,0.0427631578947368,0,0,0,1,"MG","Alpercata","alpercata","10372580.2",16.1546763631429,0.924467866765384,0.642481049555523
"1221","MGalpinopolis",310190,"3101904",0.725,"MG","alpinopolis","Minas Gerais",6.37716902703799,5.63124762347295,0,18486,0,18486,0,"Sim","Masculino",0,"46",0.263157894736842,0.0189189189189189,0.927318295739348,0.0513513513513514,0,0,0,1,"MG","Alpinopolis","alpinopolis","18280016.83",16.7213190446682,0.952607638324873,0.774697594820361
"1222","MGalterosa",310200,"3102001",0.668,"MG","alterosa","Minas Gerais",6.45617293125679,5.62715337842027,0,13744,0,13744,1,"Não","Masculino",1,"42",0.218029350104822,0.169381107491857,0.643605870020964,0.120521172638436,0,1,0,0,"MG","Alterosa","alterosa","14018546.33",16.4558917487457,0.938164359640582,0.74184604414286
"1223","MGalto caparao",310205,"3102050",0.661,"MG","alto caparao","Minas Gerais",6.71340567437524,5.43171124971857,0,5257,0,5257,1,"Sim","Masculino",0,"39",0.221774193548387,0.0697674418604651,0.693548387096774,0.162790697674419,1,0,0,0,"MG","Alto Caparao","alto caparao","8645438.61",15.9725424114979,0.937483676579587,0.739931369173676
"1224","MGalto jequitiba",315350,"3153509",0.66,"MG","alto jequitiba","Minas Gerais",6.70277084828384,5.3866029314154,0,8160,0,8160,0,"Não","Masculino",1,"44",0.0788530465949821,0,0.942652329749104,0.0608365019011407,0,0,0,1,"MG","Alto Jequitiba","alto jequitiba","7706282.44",15.8575464554561,0.933499457385865,0.68119003562597
"1225","MGalto rio doce",310210,"3102100",0.62,"MG","alto rio doce","Minas Gerais",6.62439717801041,4.98319557833747,0,12889,0,12889,0,"Não","Feminino",1,"51",0.168181818181818,0,0.925,0.0810810810810811,1,0,0,0,"MG","Alto Rio Doce","alto rio doce","11805237.62",16.2840538570582,0.940859704842332,0.723655986515968
"1226","MGalvarenga",310220,"3102209",0.592,"MG","alvarenga","Minas Gerais",6.64841443935604,5.46999918823765,0,4611,0,4611,0,"Não","Feminino",1,"47",0.0045662100456621,0.521739130434783,0.105022831050228,0.652173913043478,0,0,0,1,"MG","Alvarenga","alvarenga","6308496.38",15.6574079145208,0.861539052590058,0.566541234206963
"1227","MGalvinopolis",310230,"3102308",0.676,"MG","alvinopolis","Minas Gerais",6.5591051924282,4.60646934171971,1,15682,0,15682,1,"Não","Masculino",0,"48",0.151351351351351,0,0.96036036036036,0.0412757973733583,0,0,0,1,"MG","Alvinopolis","alvinopolis","17169790.85",16.6586620516696,0.942570822305621,0.719959570116258
"1228","MGalvorada de minas",310240,"3102407",0.572,"MG","alvorada de minas","Minas Gerais",6.37265403900403,4.90719885214679,1,3585,0,3585,1,"Não","Masculino",0,"43",0.145945945945946,0.0897435897435897,0.421621621621622,0,0,0,0,1,"MG","Alvorada de Minas","alvorada de minas","6301009.72",15.6562204515353,0.943251995746749,0.721045724752659
"1229","MGamparo do serra",310250,"3102506",0.641,"MG","amparo do serra","Minas Gerais",6.62628056760634,4.96095473364168,0,5377,0,5377,1,"Não","Masculino",0,"46",0.147982062780269,0.122302158273381,0.623318385650224,0.115107913669065,1,0,0,0,"MG","Amparo do Serra","amparo do serra","7063083.15",15.7703922209396,0.932709801734512,0.707890147557197
"1230","MGandradas",310260,"3102605",0.734,"MG","andradas","Minas Gerais",6.57043468260553,5.91120306550517,0,36320,0,36320,1,"Não","Masculino",1,"54",0.208768267223382,0.0460251046025105,0.748434237995825,0.0502092050209205,0,0,0,1,"MG","Andradas","andradas","39273572.75",17.4860624015348,0.946462583530848,0.747161071810246
"1231","MGandrelandia",310280,"3102803",0.7,"MG","andrelandia","Minas Gerais",6.63914353962078,5.37966691224436,0,12374,0,12374,0,"Não","Masculino",1,"57",0.268191268191268,0.00221238938053097,0.93970893970894,0.0619469026548673,1,0,0,0,"MG","Andrelandia","andrelandia","12174909.4",16.3148877854268,0.952640581446,0.776170753131556
"1232","MGangelandia",310285,"3102852",0.597,"MG","angelandia","Minas Gerais",6.46288904144665,5.67839628826579,0,8475,0,8475,0,"Não","Feminino",0,"40",0.191693290734824,0.0157068062827225,0.610223642172524,0.151832460732984,0,0,0,1,"MG","Angelandia","angelandia","9273949.69",16.0427199190752,0.936759586148134,0.726809816185649
"1233","MGantonio carlos",310290,"3102902",0.683,"MG","antonio carlos","Minas Gerais",6.62970665549859,5.12586692954935,0,11563,0,11563,1,"Sim","Feminino",0,"43",0.0633245382585752,0.0184049079754601,0.860158311345646,0.0674846625766871,0,0,0,1,"MG","Antonio Carlos","antonio carlos","10751141.11",16.1905224566719,0.930868897541079,0.672359269347129
"1234","MGantonio dias",310300,"3103009",0.645,"MG","antonio dias","Minas Gerais",6.53272722811337,4.74414921326954,0,9647,0,9647,1,"Sim","Masculino",0,"39",0.0729571984435798,0.116700201207243,0.483463035019455,0.062374245472837,0,0,0,1,"MG","Antonio Dias","antonio dias","16687890.21",16.6301938772221,0.929748457828835,0.676568417274649
"1235","MGantonio prado de minas",310310,"3103108",0.684,"MG","antonio prado de minas","Minas Gerais",6.74059027907719,5.45591922705153,0,2046,1,2046,0,"Sim","Masculino",0,"59",0.229357798165138,0.144927536231884,0.63302752293578,0.253623188405797,0,0,0,1,"MG","Antonio Prado de Minas","antonio prado de minas","5530412.49",15.5257729620368,0.928494581296814,0.731928300173166
"1236","MGaracitaba",310330,"3103306",0.661,"MG","aracitaba","Minas Gerais",6.66274948081079,5.19312350366953,0,1905,0,1905,0,"Não","Masculino",0,"43",0.241545893719807,0.0129032258064516,0.748792270531401,0.154838709677419,0,0,0,1,"MG","Aracitaba","aracitaba","5710488.96",15.5578152101901,0.941653399969119,0.751536376412356
"1237","MGaraguari",310350,"3103504",0.773,"MG","araguari","Minas Gerais",5.76888333764995,6.13725177917396,0,110334,0,110334,1,"Não","Masculino",1,"59",0.265193370165746,0,0.886279926335175,0.12,0,0,0,1,"MG","Araguari","araguari","110292249.8",18.5186442170225,0.947395479301778,0.767748999579763
"1238","MGarantina",310360,"3103603",0.697,"MG","arantina","Minas Gerais",6.66391144760202,5.45924503065432,0,2575,0,2575,0,"Não","Masculino",1,"44",0.157303370786517,0,0.938202247191011,0.0598802395209581,0,0,0,1,"MG","Arantina","arantina","6481645.27",15.6844849357927,0.941575997911472,0.720725293675336
"1239","MGaraponga",310370,"3103702",0.536,"MG","araponga","Minas Gerais",6.66984067076425,5.17643217855791,0,8296,0,8296,1,"Não","Masculino",1,"61",0.0576131687242798,0,0.958847736625514,0.0429184549356223,0,0,0,1,"MG","Araponga","araponga","8509293.63",15.9566694924041,0.932877340668512,0.672660146866101
"1240","MGarapora",310375,"3103751",0.708,"MG","arapora","Minas Gerais",5.78148398232005,6.34656575337092,0,6414,0,6414,1,"Sim","Masculino",1,"60",0.137529137529138,0,0.87995337995338,0.136423841059603,0,0,0,1,"MG","Arapora","arapora","39802349.53",17.4994365019293,0.932972605452281,0.701634044771323
"1241","MGarapua",310380,"3103801",0.724,"MG","arapua","Minas Gerais",6.01087494062781,5.50768648444041,0,2777,0,2777,0,"Sim","Masculino",0,"71",0.206703910614525,0,0.966480446927374,0.0346820809248555,1,0,0,0,"MG","Arapua","arapua","6456207.71",15.6805526615866,0.948778892625641,0.748562572379016
"1242","MGaraujos",310390,"3103900",0.698,"MG","araujos","Minas Gerais",6.3062935349567,4.84701772209607,0,7560,0,7560,1,"Não","Masculino",0,"49",0.216666666666667,0.00343642611683849,0.97,0.0274914089347079,1,0,0,0,"MG","Araujos","araujos","8343085.65",15.9369436879229,0.950324175465165,0.754385392188687
"1243","MGaraxa",310400,"3104007",0.772,"MG","araxa","Minas Gerais",6.07931515517801,5.74770366171413,0,91703,0,91703,1,"Não","Masculino",1,"58",0.298335854765507,0,0.946142208774584,0.0530860249440358,0,0,0,1,"MG","Araxa","araxa","119962888.3",18.6026929887476,0.956532267166066,0.79240600007329
"1244","MGarceburgo",310410,"3104106",0.683,"MG","arceburgo","Minas Gerais",6.44510058007744,5.8722586246281,0,8239,1,8239,1,"Sim","Masculino",1,"58",0.321937321937322,0.0125,0.911680911680912,0.0625,0,0,0,1,"MG","Arceburgo","arceburgo","14187533.3",16.4678742003397,0.957803760436195,0.802981685242555
"1245","MGarcos",310420,"3104205",0.749,"MG","arcos","Minas Gerais",6.32932867174634,5.15473563807001,0,36133,0,36133,1,"Não","Masculino",1,"43",0.265957446808511,0.070957095709571,0.805851063829787,0.0643564356435644,0,0,0,1,"MG","Arcos","arcos","42969927.37",17.5760110655007,0.950427830525966,0.773891164185593
"1246","MGareado",310430,"3104304",0.727,"MG","areado","Minas Gerais",6.47419929070745,5.6533309311601,0,13723,0,13723,1,"Sim","Masculino",1,"54",0.0725552050473186,0.0296610169491525,0.744479495268139,0.0593220338983051,0,0,0,1,"MG","Areado","areado","12876731.72",16.3709324979937,0.932221023295239,0.677831627176299
"1247","MGargirita",310440,"3104403",0.643,"MG","argirita","Minas Gerais",6.73493642811979,5.44202802421434,0,3065,0,3065,0,"Sim","Masculino",0,"50",0.167330677290837,0.0710900473933649,0.840637450199203,0.0473933649289099,0,0,0,1,"MG","Argirita","argirita","7209843.89",15.7909578571543,0.941834211607063,0.726358860134251
"1248","MGaricanduva",310445,"3104452",0.582,"MG","aricanduva","Minas Gerais",6.42506349445992,5.5686498006647,0,5062,0,5062,0,"Sim","Masculino",0,"43",0.0829493087557604,0.0925925925925926,0.497695852534562,0.166666666666667,0,0,0,1,"MG","Aricanduva","aricanduva","6829428.09",15.7367514930483,0.922413295123111,0.669420493931144
"1249","MGarinos",310450,"3104502",0.656,"MG","arinos","Minas Gerais",5.27658287440203,6.19379295870827,0,18126,0,18126,1,"Sim","Masculino",1,"45",0.0515625,0.439655172413793,0.3625,0.211206896551724,0,0,0,1,"MG","Arinos","arinos","20039337.38",16.813207768764,0.90640622963486,0.643934864032046
"1250","MGastolfo dutra",310460,"3104601",0.694,"MG","astolfo dutra","Minas Gerais",6.70295495722776,5.30717799498023,0,12998,0,12998,1,"Não","Masculino",0,"52",0.154135338345865,0.0851063829787234,0.441729323308271,0.0595744680851064,0,0,0,1,"MG","Astolfo Dutra","astolfo dutra","11625608.08",16.2687208160267,0.939078654853353,0.718094217061402
"1251","MGataleia",310470,"3104700",0.588,"MG","ataleia","Minas Gerais",6.64364649372273,5.88170548311524,0,15322,0,15322,1,"Não","Masculino",1,"48",0.208226221079692,0.0864553314121038,0.892030848329049,0.0172910662824208,0,0,0,1,"MG","Ataleia","ataleia","11669861.37",16.2725201250148,0.948195204170128,0.75031475460435
"1252","MGaugusto de lima",310480,"3104809",0.656,"MG","augusto de lima","Minas Gerais",6.14806223057829,5.26123835830662,0,4655,0,4655,1,"Não","Masculino",0,"38",0.146245059288538,0.0885416666666667,0.758893280632411,0.0572916666666667,1,0,0,0,"MG","Augusto de Lima","augusto de lima","7166110.5",15.7848735967672,0.93838227352055,0.714358999395353
"1253","MGbaependi",310490,"3104908",0.681,"MG","baependi","Minas Gerais",6.63040630240348,5.54977622884229,0,18646,0,18646,1,"Sim","Masculino",1,"52",0.216637781629116,0.00378787878787879,0.915077989601387,0.0833333333333333,0,0,0,1,"MG","Baependi","baependi","21501096.87",16.8836145090059,0.945505643755209,0.747687607608823
"1254","MGbaldim",310500,"3105004",0.671,"MG","baldim","Minas Gerais",6.35271650053982,4.07448193312585,1,8549,0,8549,1,"Não","Masculino",0,"51",0.241610738255034,0,0.926174496644295,0.0797101449275362,0,0,0,1,"MG","Baldim","baldim","7576501.44",15.8405620996197,0.948460247431167,0.760717610645823
"1256","MGbandeira",310520,"3105202",0.599,"MG","bandeira","Minas Gerais",6.67022117861998,6.33861174589163,0,5507,0,5507,0,"Sim","Masculino",0,"57",0.112244897959184,0.0325581395348837,0.731292517006803,0.027906976744186,0,0,0,1,"MG","Bandeira","bandeira","7144405.88",15.7818402140344,0.938894555007929,0.70149619184773
"1257","MGbandeira do sul",310530,"3105301",0.692,"MG","bandeira do sul","Minas Gerais",6.52363572489335,5.79942593225065,0,5294,0,5294,1,"Sim","Masculino",0,"50",0.144508670520231,0.118279569892473,0.53757225433526,0.0752688172043011,0,0,0,1,"MG","Bandeira do Sul","bandeira do sul","8088205.83",15.9059174881717,0.935888963264373,0.710960481625013
"1258","MGbarao de cocais",310540,"3105400",0.722,"MG","barao de cocais","Minas Gerais",6.49219437944193,3.93378449720966,1,27660,0,27660,1,"Sim","Masculino",1,"53",0.211353711790393,0.00198019801980198,0.882096069868996,0.125742574257426,0,0,0,1,"MG","Barao de Cocais","barao de cocais","64546255",17.9828926565328,0.941363629476763,0.739982991615743
"1259","MGbarao de monte alto",310550,"3105509",0.649,"MG","barao de monte alto","Minas Gerais",6.74976724592362,5.47730002207648,0,5755,0,5755,0,"Não","Masculino",1,"54",0.291237113402062,0,0.966494845360825,0.0293333333333333,1,0,0,0,"MG","Barao de Monte Alto","barao de monte alto","8106000.31",15.9081151244137,0.957853365412438,0.791679797556505
"1260","MGbarbacena",310560,"3105608",0.769,"MG","barbacena","Minas Gerais",6.61656037709674,5.06145514309289,0,127328,1,127328,1,"Não","Feminino",1,"47",0.259445843828715,0.252542372881356,0.495382031905961,0.116101694915254,1,0,0,0,"MG","Barbacena","barbacena","164035442.2",18.9155930734155,0.940614642223616,0.762135058965184
"1261","MGbarra longa",310570,"3105707",0.624,"MG","barra longa","Minas Gerais",6.57861211894474,4.68877576984289,0,7102,0,7102,0,"Não","Masculino",0,"45",0.177049180327869,0,0.960655737704918,0.0170648464163823,0,0,0,1,"MG","Barra Longa","barra longa","8355738.26",15.9384590775682,0.947273395094565,0.735768285416862
"1262","MGbarroso",310590,"3105905",0.734,"MG","barroso","Minas Gerais",6.59517924033637,5.02618050543172,0,20093,1,20093,1,"Não","Feminino",1,"55",0.0870748299319728,0.0539499036608863,0.706122448979592,0.15606936416185,1,0,0,0,"MG","Barroso","barroso","20734246.14",16.8472972941172,0.924745130258084,0.673249445741068
"1263","MGbela vista de minas",310600,"3106002",0.674,"MG","bela vista de minas","Minas Gerais",6.52500033190026,4.50534985070588,1,10296,0,10296,1,"Não","Masculino",0,"50",0.205479452054795,0,0.936986301369863,0.0672514619883041,0,0,0,1,"MG","Bela Vista de Minas","bela vista de minas","10121477.44",16.1301702032626,0.94585076332448,0.744051912347904
"1264","MGbelmiro braga",310610,"3106101",0.66,"MG","belmiro braga","Minas Gerais",6.7265091437151,5.49569172596828,0,3114,0,3114,1,"Sim","Masculino",0,"73",0.267441860465116,0,0.924418604651163,0.0817610062893082,1,0,0,0,"MG","Belmiro Braga","belmiro braga","7322266.76",15.8064305046673,0.950915961693019,0.773452329555688
"1266","MGbelo oriente",310630,"3106309",0.686,"MG","belo oriente","Minas Gerais",6.54046707021234,5.1236663160583,0,22289,0,22289,1,"Não","Masculino",1,"43",0.185902401239349,0.0650684931506849,0.678543764523625,0.138127853881279,0,0,0,1,"MG","Belo Oriente","belo oriente","47077100",17.6672972411779,0.936072601851967,0.724915105817352
"1267","MGbelo vale",310640,"3106408",0.655,"MG","belo vale","Minas Gerais",6.49170939132979,4.19116874685764,1,7472,0,7472,1,"Sim","Masculino",0,"40",0.204359673024523,0,0.961852861035422,0.0396600566572238,0,0,0,1,"MG","Belo Vale","belo vale","10342815.58",16.1518026897843,0.948111539624111,0.746789227173827
"1268","MGberilo",310650,"3106507",0.628,"MG","berilo","Minas Gerais",6.39243624160381,5.87282176697721,0,13659,0,13659,1,"Sim","Masculino",1,"49",0.240083507306889,0,0.964509394572025,0.0367965367965368,0,0,0,1,"MG","Berilo","berilo","13070826.93",16.385893352918,0.951998336484398,0.765082755064637
"1269","MGberizal",310665,"3106655",0.604,"MG","berizal","Minas Gerais",6.49576392115841,6.2592372365654,0,4595,0,4595,0,"Sim","Masculino",0,"74",0.148648648648649,0.0379746835443038,0.711711711711712,0.126582278481013,0,0,0,1,"MG","Berizal","berizal","7513110.04",15.8321600578566,0.933970782493066,0.707918624337892
"1270","MGbertopolis",310660,"3106606",0.594,"MG","bertopolis","Minas Gerais",6.68134389411116,6.15298798126465,0,4752,0,4752,0,"Não","Masculino",0,"41",0.173010380622837,0,0.98961937716263,0,0,1,0,0,"MG","Bertopolis","bertopolis","8051001.17",15.9013070106057,0.948330661971825,0.735779805658257
"1271","MGbetim",310670,"3106705",0.749,"MG","betim","Minas Gerais",6.41432743239257,3.41345527905766,1,429507,0,429507,1,"Não","Feminino",1,"55",0.359223300970874,0.00019714144898965,0.871638456912106,0.0720551996057171,1,0,0,0,"MG","Betim","betim","916279888.8",20.6358324314244,0.961098971691002,0.820730379984897
"1272","MGbias fortes",310680,"3106804",0.62,"MG","bias fortes","Minas Gerais",6.66276225701639,5.29831736654804,0,3932,0,3932,1,"Sim","Masculino",0,"56",0.101851851851852,0.0153846153846154,0.902777777777778,0.0307692307692308,0,0,0,1,"MG","Bias Fortes","bias fortes","6017434.41",15.6101715487046,0.938033224645021,0.696148476772511
"1273","MGbicas",310690,"3106903",0.744,"MG","bicas","Minas Gerais",6.7292026109958,5.44565920444596,0,14180,0,14180,1,"Sim","Masculino",1,"62",0.101404056162246,0.147945205479452,0.569422776911076,0.128767123287671,0,0,0,1,"MG","Bicas","bicas","15087047.85",16.5293471754219,0.926124600055267,0.68252714031122
"1274","MGbiquinhas",310700,"3107000",0.688,"MG","biquinhas","Minas Gerais",6.04460238927083,5.2925507716537,0,2642,0,2642,1,"Não","Masculino",0,"45",0.138888888888889,0,0.972222222222222,0.0285714285714286,1,0,0,0,"MG","Biquinhas","biquinhas","6524647.67",15.6910975127803,0.942394381724665,0.715216719342214
"1275","MGbocaina de minas",310720,"3107208",0.645,"MG","bocaina de minas","Minas Gerais",6.68657230448056,5.5810873946388,0,5198,0,5198,1,"Não","Masculino",0,"28",0.0330882352941176,0.4375,0.235294117647059,0.234375,0,0,0,1,"MG","Bocaina de Minas","bocaina de minas","7490715.93",15.8291749357052,0.902585244947603,0.63190792084304
"1276","MGbocaiuva",310730,"3107307",0.7,"MG","bocaiuva","Minas Gerais",6.13774865212513,5.70906847908544,0,46306,0,46306,1,"Não","Masculino",1,"45",0.019941348973607,0.288461538461538,0.365982404692082,0.142628205128205,0,0,0,1,"MG","Bocaiuva","bocaiuva","50428362.17",17.7360643162302,0.912996608152862,0.638158629846784
"1277","MGbom despacho",310740,"3107406",0.75,"MG","bom despacho","Minas Gerais",6.26023134844661,4.91199290196726,0,43898,0,43898,1,"Sim","Masculino",0,"49",0.234234234234234,0.0873362445414847,0.736808236808237,0.0358078602620087,0,0,0,1,"MG","Bom Despacho","bom despacho","43507548.8",17.5884450166355,0.949228886239144,0.761157860825406
"1278","MGbom jardim de minas",310750,"3107505",0.673,"MG","bom jardim de minas","Minas Gerais",6.6726024035422,5.47269075349282,0,6661,0,6661,1,"Não","Masculino",0,"41",0.24331550802139,0.00879765395894428,0.911764705882353,0.0879765395894428,0,0,0,1,"MG","Bom Jardim de Minas","bom jardim de minas","8169839.33",15.9159598007921,0.947694945053431,0.760474367595284
