"code_merge","code_muni","code_muni2","IDHM","UF.x","municipio.x","Nome_UF","log_to_brasilia","log_to_capital","metropolitano","pop_2008","inova5","pop_2008.1","bur_consel_2008","cand_reelec_2008","cand_sex_2008","cand_esc_2008","cand_age_2008","bur_escol_2008","bur_terc_2008","bur_espel_2008","bur_polit_2008","alinhamento_estadual_2008","alinhamento_federal_2008","alinhamento_ambos_2008","n_alinhado_2008","UF.y","MUNICIPIO","municipio.y","rec_orcamento_2008","log_orcamento_2008"
"PRsao carlos do ivai",412460,"4124608",0.682,"PR","sao carlos do ivai","Paraná",6.8706347588787,5.99278867007011,0,5987,0,5987,0,"Sim","Masculino",0,"38",0.288617886178862,0.0140845070422535,0.865853658536585,0.07981220657277,0,1,0,0,"PR","Sao Carlos do Ivai","sao carlos do ivai","10197740.36",16.137676720379
"PRsao jeronimo da serra",412470,"4124707",0.637,"PR","sao jeronimo da serra","Paraná",6.83663514647901,5.48209619433997,0,11900,0,11900,0,"Sim","Masculino",0,"52",0.164179104477612,0,0.891791044776119,0.121338912133891,0,0,0,1,"PR","Sao Jeronimo da Serra","sao jeronimo da serra","15282652.82",16.5422289405079
"PRsao joao",412480,"4124806",0.727,"PR","sao joao","Paraná",7.10909484161185,5.85484266956502,0,11198,0,11198,0,"Sim","Masculino",1,"42",0.329073482428115,0.0461538461538462,0.830670926517572,0.138461538461538,0,0,0,1,"PR","Sao Joao","sao joao","15177465.35",16.5353223429994
"PRsao joao do caiua",412490,"4124905",0.664,"PR","sao joao do caiua","Paraná",6.81570577738398,6.04668636473318,0,6151,0,6151,0,"Sim","Masculino",0,"60",0.169172932330827,0,0.947368421052632,0.0555555555555556,0,1,0,0,"PR","Sao Joao do Caiua","sao joao do caiua","8321233.39",15.9343210458007
"PRsao joao do ivai",412500,"4125001",0.693,"PR","sao joao do ivai","Paraná",6.90588352834934,5.71485428862325,0,12022,0,12022,1,"Sim","Masculino",1,"44",0.246808510638298,0,0.895744680851064,0.116389548693587,0,0,0,1,"PR","Sao Joao do Ivai","sao joao do ivai","14213198.94",16.4696815936681
"PRsao joao do triunfo",412510,"4125100",0.629,"PR","sao joao do triunfo","Paraná",7.02841417538398,4.66880204623286,0,14226,0,14226,0,"Sim","Masculino",1,"46",0.334164588528678,0,0.932668329177057,0.0614973262032086,0,1,0,0,"PR","Sao Joao do Triunfo","sao joao do triunfo","16918042.93",16.6438912393769
"PRsao jorge do ivai",412530,"4125308",0.743,"PR","sao jorge do ivai","Paraná",6.87285322697287,5.93415318039487,0,5406,0,5406,1,"Sim","Masculino",1,"52",0.283333333333333,0,0.729166666666667,0.2,0,0,0,1,"PR","Sao Jorge do Ivai","sao jorge do ivai","9997429.42",16.1178385599132
"PRsao jorge do patrocinio",412535,"4125357",0.676,"PR","sao jorge do patrocinio","Paraná",6.98904029159832,6.22762303549969,0,6134,0,6134,1,"Sim","Masculino",1,"52",0.3690036900369,0,0.896678966789668,0.0864197530864197,0,1,0,0,"PR","Sao Jorge do Patrocinio","sao jorge do patrocinio","14134689.41",16.464142575752
"PRsao jose da boa vista",412540,"4125407",0.671,"PR","sao jose da boa vista","Paraná",6.82696812761247,5.14999135701204,0,6386,0,6386,1,"Sim","Masculino",0,"41",0.146464646464646,0,0.95959595959596,0.0421052631578947,0,0,0,1,"PR","Sao Jose da Boa Vista","sao jose da boa vista","11048493.96",16.2178046834266
"PRsao jose das palmeiras",412545,"4125456",0.713,"PR","sao jose das palmeiras","Paraná",7.08392461629089,6.18766846316624,0,3960,0,3960,0,"Não","Masculino",0,"41",0.320987654320988,0.00735294117647059,0.839506172839506,0.147058823529412,0,0,0,1,"PR","Sao Jose das Palmeiras","sao jose das palmeiras","7426525.54",15.8205686814817
"PRsao jose dos pinhais",412550,"4125506",0.758,"PR","sao jose dos pinhais","Paraná",6.99647103602389,2.61520365073586,1,272530,0,272530,1,"Não","Masculino",0,"58",0.335823754789272,0,0.876245210727969,0.0756449497157849,0,0,0,1,"PR","Sao Jose dos Pinhais","sao jose dos pinhais","365162517.2",19.715853065054
"PRsao manoel do parana",412555,"4125555",0.725,"PR","sao manoel do parana","Paraná",6.88830738875932,6.01339725710753,0,2163,0,2163,1,"Não","Masculino",0,"55",0.251101321585903,0,0.947136563876652,0.0372093023255814,0,0,0,1,"PR","Sao Manoel do Parana","sao manoel do parana","7944411.07",15.8879792293402
"PRsao mateus do sul",412560,"4125605",0.719,"PR","sao mateus do sul","Paraná",7.04829083508449,4.80246245371187,0,40791,0,40791,1,"Não","Masculino",0,"55",0.245503597122302,0,0.705935251798561,0.15796178343949,0,0,0,1,"PR","Sao Mateus do Sul","sao mateus do sul","52831683.48",17.782621634618
"PRsao pedro do ivai",412580,"4125803",0.717,"PR","sao pedro do ivai","Paraná",6.89585474772375,5.74811828847625,0,9887,0,9887,0,"Não","Feminino",0,"45",0.283076923076923,0.00709219858156028,0.867692307692308,0.145390070921986,0,0,0,1,"PR","Sao Pedro do Ivai","sao pedro do ivai","12933795.99",16.3753542877083
"PRsao pedro do parana",412590,"4125902",0.704,"PR","sao pedro do parana","Paraná",6.86668325320667,6.202920058627,0,2580,0,2580,1,"Sim","Masculino",0,"50",0.223255813953488,0,0.911627906976744,0.0459183673469388,0,0,0,1,"PR","Sao Pedro do Parana","sao pedro do parana","7414324.09",15.8189243749826
"PRsao sebastiao da amoreira",412600,"4126009",0.715,"PR","sao sebastiao da amoreira","Paraná",6.80728279739709,5.58044655021012,0,8976,0,8976,0,"Não","Feminino",1,"58",0.271144278606965,0,0.73134328358209,0.183673469387755,0,0,0,1,"PR","Sao Sebastiao da Amoreira","sao sebastiao da amoreira","10429880.84",16.1601854021754
"PRsao tome",412610,"4126108",0.725,"PR","sao tome","Paraná",6.89860352917823,5.98164145815922,0,5482,0,5482,1,"Sim","Masculino",1,"45",0.174089068825911,0,0.898785425101215,0.112612612612613,0,0,0,1,"PR","Sao Tome","sao tome","13090292.51",16.3873814837021
"PRsapopema",412620,"4126207",0.655,"PR","sapopema","Paraná",6.85177734457268,5.36705020422913,0,6812,0,6812,1,"Não","Feminino",1,"61",0.288,0,0.876,0.127853881278539,0,0,0,1,"PR","Sapopema","sapopema","8723577.34",15.9815399571704
"PRsarandi",412625,"4126256",0.695,"PR","sarandi","Paraná",6.8531512469881,5.83915799915713,0,83486,0,83486,1,"Não","Masculino",1,"51",0.427571351642434,0,0.913839526117394,0.0447849145550972,0,1,0,0,"PR","Sarandi","sarandi","57929542.89",17.8747380523115
"PRsenges",412630,"4126306",0.663,"PR","senges","Paraná",6.84622024286434,4.99376037687141,0,20213,0,20213,1,"Sim","Masculino",0,"58",0.244367417677643,0,0.989601386481802,0.00700525394045534,0,0,0,1,"PR","Senges","senges","26142092.85",17.0790573260771
"PRsertaneja",412640,"4126405",0.725,"PR","sertaneja","Paraná",6.75989311823975,5.73531344093555,0,5984,0,5984,0,"Sim","Masculino",1,"50",0.311377245508982,0,0.718562874251497,0.325,0,0,0,1,"PR","Sertaneja","sertaneja","13389628.86",16.4099909995834
"PRsertanopolis",412650,"4126504",0.723,"PR","sertanopolis","Paraná",6.77120218274903,5.76308858055361,0,16027,0,16027,0,"Não","Masculino",0,"70",0.338461538461538,0,0.889230769230769,0.124567474048443,0,0,0,1,"PR","Sertanopolis","sertanopolis","22485462.76",16.9283795588068
"PRsiqueira campos",412660,"4126603",0.704,"PR","siqueira campos","Paraná",6.80427078028134,5.30588863204436,0,17293,0,17293,0,"Sim","Masculino",0,"49",0.283993115318417,0,0.929432013769363,0.062962962962963,0,0,0,1,"PR","Siqueira Campos","siqueira campos","18438062.92",16.7299277228525
"PRsulina",412665,"4126652",0.693,"PR","sulina","Paraná",7.09855744024568,5.85016016578524,0,3481,0,3481,0,"Não","Masculino",0,"44",0.326797385620915,0.00840336134453781,0.777777777777778,0.184873949579832,0,0,0,1,"PR","Sulina","sulina","8213912.02",15.92133986246
"PRtamarana",412667,"4126678",0.621,"PR","tamarana","Paraná",6.84931015533312,5.57784125129835,0,11413,0,11413,0,"Sim","Masculino",1,"40",0.308860759493671,0,0.830379746835443,0.204268292682927,0,0,0,1,"PR","Tamarana","tamarana","12136237.3",16.3117063532142
"PRtamboara",412670,"4126702",0.731,"PR","tamboara","Paraná",6.85876459470989,6.01058066430021,0,4757,0,4757,0,"Não","Masculino",0,"42",0.258883248730964,0.117241379310345,0.736040609137056,0.193103448275862,0,0,0,1,"PR","Tamboara","tamboara","7976179.72",15.8919701229678
"PRtapejara",412680,"4126801",0.703,"PR","tapejara","Paraná",6.93167686269881,6.01591322751029,0,15170,0,15170,0,"Não","Masculino",0,"46",0.272177419354839,0.00697674418604651,0.866935483870968,0.0534883720930233,0,0,0,1,"PR","Tapejara","tapejara","19229344.83",16.7719480467818
"PRtapira",412690,"4126900",0.697,"PR","tapira","Paraná",6.90410863806194,6.10922536029523,0,5944,0,5944,0,"Sim","Masculino",0,"51",0.305343511450382,0,0.870229007633588,0.12280701754386,0,0,0,1,"PR","Tapira","tapira","10353227.33",16.1528088483938
"PRteixeira soares",412700,"4127007",0.671,"PR","teixeira soares","Paraná",7.00134579920094,4.78348372138451,0,10337,0,10337,1,"Não","Masculino",0,"50",0.359477124183007,0,0.928104575163399,0.0774647887323944,0,0,0,1,"PR","Teixeira Soares","teixeira soares","12775687.17",16.3630544828227
"PRtelemaco borba",412710,"4127106",0.734,"PR","telemaco borba","Paraná",6.8982199619988,5.20850206222567,0,68584,0,68584,1,"Sim","Masculino",0,"53",0.221202854230377,0,0.828746177370031,0.186961869618696,0,0,0,1,"PR","Telemaco Borba","telemaco borba","92793181.03",18.3458837147764
"PRterra boa",412720,"4127205",0.728,"PR","terra boa","Paraná",6.9134888108299,5.91328676604396,0,15041,0,15041,1,"Sim","Feminino",1,"49",0.386446886446886,0.00391389432485323,0.935897435897436,0.0215264187866928,0,1,0,0,"PR","Terra Boa","terra boa","19468245.42",16.7842952561844
"PRterra rica",412730,"4127304",0.71,"PR","terra rica","Paraná",6.81778680682034,6.11935191715992,0,14955,0,14955,1,"Não","Masculino",0,"51",0.234592445328032,0,0.89065606361829,0.0736607142857143,0,0,0,1,"PR","Terra Rica","terra rica","21236486.74",16.8712313329354
"PRterra roxa",412740,"4127403",0.714,"PR","terra roxa","Paraná",7.03195325042558,6.2285504505449,0,16707,0,16707,1,"Sim","Masculino",0,"61",0.3058568329718,0,0.904555314533623,0.105515587529976,0,0,0,1,"PR","Terra Roxa","terra roxa","20561155.69",16.8389142075746
"PRtibagi",412750,"4127502",0.664,"PR","tibagi","Paraná",6.91231486823815,5.03597810176805,0,19345,0,19345,1,"Sim","Masculino",1,"52",0.302357836338419,0,0.804438280166435,0.0982758620689655,0,0,0,1,"PR","Tibagi","tibagi","38787140.28",17.4735993135739
"PRtijucas do sul",412760,"4127601",0.636,"PR","tijucas do sul","Paraná",7.03532141478774,4.02695754352025,1,13633,0,13633,0,"Não","Masculino",0,"50",0,0,0.75197889182058,0.175438596491228,0,0,0,1,"PR","Tijucas do Sul","tijucas do sul","16592748.67",16.6244763307816
"PRtoledo",412770,"4127700",0.768,"PR","toledo","Paraná",7.05911922232082,6.12496781433699,0,115136,0,115136,1,"Sim","Masculino",1,"54",0.461782178217822,0,0.801980198019802,0.0395061728395062,0,0,0,1,"PR","Toledo","toledo","155997569.4",18.8653509843232
"PRtomazina",412780,"4127809",0.699,"PR","tomazina","Paraná",6.81788527455309,5.27719586992592,0,8920,0,8920,1,"Não","Masculino",1,"30",0.22962962962963,0,0.903703703703704,0.0901639344262295,0,0,0,1,"PR","Tomazina","tomazina","9955705.63",16.1136563749373
"PRtres barras do parana",412785,"4127858",0.681,"PR","tres barras do parana","Paraná",7.09231599365658,5.97240914057282,0,12073,0,12073,1,"Não","Masculino",1,"46",0.37984496124031,0,0.971576227390181,0.0292553191489362,0,0,0,1,"PR","Tres Barras do Parana","tres barras do parana","19151655.36",16.7678997116305
"PRtunas do parana",412788,"4127882",0.611,"PR","tunas do parana","Paraná",6.93671195823644,3.98657373669244,1,6465,0,6465,0,"Não","Masculino",0,"55",0.157608695652174,0.0256410256410256,0.635869565217391,0.183760683760684,0,0,0,1,"PR","Tunas do Parana","tunas do parana","12013564.17",16.3015469168905
"PRtuneiras do oeste",412790,"4127908",0.695,"PR","tuneiras do oeste","Paraná",6.94458852902749,5.99935830922708,0,8806,0,8806,1,"Não","Masculino",0,"48",0.229885057471264,0,0.979885057471264,0.0205278592375367,0,0,0,1,"PR","Tuneiras do Oeste","tuneiras do oeste","10500845.76",16.1669663604553
"PRtupassi",412795,"4127957",0.73,"PR","tupassi","Paraná",7.03803764924506,6.08045937242949,0,7960,0,7960,0,"Não","Masculino",0,"42",0.228464419475655,0,0.962546816479401,0.0389105058365759,0,0,0,1,"PR","Tupassi","tupassi","12084833.34",16.3074617813751
"PRturvo",412796,"4127965",0.672,"PR","turvo","Paraná",6.99942246750796,5.4424609996281,0,14391,0,14391,0,"Não","Masculino",1,"35",0.464,0,0.858,0.0909090909090909,0,0,0,1,"PR","Turvo","turvo","19397668.93",16.7806634585666
"PRubirata",412800,"4128005",0.739,"PR","ubirata","Paraná",7.01038406686684,5.9586055552262,0,21672,0,21672,1,"Sim","Masculino",1,"39",0.219354838709677,0,0.891935483870968,0.0994575045207957,0,0,0,1,"PR","Ubirata","ubirata","27475990.87",17.1288231220259
"PRumuarama",412810,"4128104",0.761,"PR","umuarama","Paraná",6.95835333174523,6.10791335975123,0,98855,0,98855,1,"Não","Masculino",0,"49",0.389647735442128,0,0.865564342199856,0.0863787375415282,0,0,0,1,"PR","Umuarama","umuarama","113783596.8",18.5498089286697
"PRuniao da vitoria",412820,"4128203",0.74,"PR","uniao da vitoria","Paraná",7.09598435199055,5.30915838972591,0,53048,0,53048,1,"Não","Masculino",1,"47",0.60655737704918,0,0.953161592505855,0.0491400491400491,0,0,0,1,"PR","Uniao da Vitoria","uniao da vitoria","66628975.54",18.0146501090641
"PRuniflor",412830,"4128302",0.72,"PR","uniflor","Paraná",6.83016123754358,5.96980669995518,0,2484,0,2484,0,"Não","Masculino",0,"57",0.091304347826087,0,0.878260869565217,0.113861386138614,0,0,0,1,"PR","Uniflor","uniflor","6915739.43",15.749310448673
"PRurai",412840,"4128401",0.721,"PR","urai","Paraná",6.77736181504854,5.67695926061233,0,11793,0,11793,0,"Sim","Masculino",0,"Ignorado",0.341013824884793,0,0.778801843317972,0.0355029585798817,0,0,0,1,"PR","Urai","urai","12574081.38",16.3471482199895
"PRventania",412853,"4128534",0.65,"PR","ventania","Paraná",6.87917060212636,5.09907343055813,0,10948,0,10948,0,"Sim","Masculino",0,"50",0.220588235294118,0,0.923529411764706,0.0828025477707006,0,0,0,1,"PR","Ventania","ventania","15076005.47",16.5286149961974
"PRvera cruz do oeste",412855,"4128559",0.699,"PR","vera cruz do oeste","Paraná",7.09255709073257,6.14171477290187,0,9301,0,9301,0,"Não","Masculino",0,"47",0.153452685421995,0.0862745098039216,0.652173913043478,0.317647058823529,0,1,0,0,"PR","Vera Cruz do Oeste","vera cruz do oeste","14177670.46",16.4671787820744
"PRvere",412860,"4128609",0.72,"PR","vere","Paraná",7.11978934788652,5.90753931217022,0,8144,0,8144,0,"Não","Masculino",1,"57",0.30327868852459,0,0.836065573770492,0.196078431372549,0,0,0,1,"PR","Vere","vere","10429283.64",16.160128141972
"PRvirmond",412865,"4128658",0.722,"PR","virmond","Paraná",7.05279890087309,5.68337566487854,0,4163,0,4163,0,"Não","Feminino",0,"55",0.233918128654971,0,0.625730994152047,0.598130841121495,0,0,0,1,"PR","Virmond","virmond","8412259.49",15.9452006629276
"PRvitorino",412870,"4128708",0.702,"PR","vitorino","Paraná",7.14747272141738,5.89654928931169,0,6513,0,6513,1,"Sim","Masculino",0,"49",0.341772151898734,0,0.474683544303797,0.76,0,0,0,1,"PR","Vitorino","vitorino","10246121.46",16.1424097977932
"PRwenceslau braz",412850,"4128500",0.687,"PR","wenceslau braz","Paraná",6.82550346636541,5.19799967003317,0,19149,0,19149,0,"Não","Masculino",1,"50",0.099236641221374,0,0.841603053435115,0.072562358276644,0,0,0,1,"PR","Wenceslau Braz","wenceslau braz","18041538.87",16.7081873721757
"PRxambre",412880,"4128807",0.706,"PR","xambre","Paraná",6.96459864319916,6.1442500097359,0,5896,0,5896,1,"Não","Masculino",0,"50",0.183760683760684,0,0.799145299145299,0.20855614973262,0,0,0,1,"PR","Xambre","xambre","9423320.91",16.0586981226421
"RJangra dos reis",330010,"3300100",0.724,"RJ","angra dos reis","Rio de Janeiro",6.78928700860606,4.73830149859127,0,164191,0,164191,1,"Sim","Masculino",1,"43",0.243953185955787,0,0.798959687906372,0.159830729166667,1,0,0,0,"RJ","Angra dos Reis","angra dos reis","506789940.5",20.0436071571614
"RJaperibe",330015,"3300159",0.692,"RJ","aperibe","Rio de Janeiro",6.79494485935227,5.20592791725469,0,9420,0,9420,0,"Não","Masculino",0,"36",0.272727272727273,0,0.943907156673114,0.0594262295081967,0,0,0,1,"RJ","Aperibe","aperibe","20012705.71",16.8118779153099
"RJararuama",330020,"3300209",0.718,"RJ","araruama","Rio de Janeiro",6.88998837818798,4.48492161339192,0,107285,1,107285,1,"Não","Masculino",0,"42",0.212724434035909,0,0.909445745511319,0.0995708154506438,0,0,0,1,"RJ","Araruama","araruama","121131838.48",18.6123900846207
"RJareal",330022,"3300225",0.684,"RJ","areal","Rio de Janeiro",6.77796544940114,4.32347018521386,0,11797,1,11797,0,"Sim","Masculino",1,"46",0.152823920265781,0.00181818181818182,0.913621262458472,0.0909090909090909,0,0,0,1,"RJ","Areal","areal","24910220.46",17.0307887374601
"RJarraial do cabo",330025,"3300258",0.733,"RJ","arraial do cabo","Rio de Janeiro",6.91817084812984,4.7961210694801,0,26636,0,26636,1,"Sim","Masculino",1,"42",0.268327067669173,0,0.802631578947368,0.153395784543326,0,0,0,1,"RJ","Arraial do Cabo","arraial do cabo","52646093.3",17.7791025924617
"RJbarra do pirai",330030,"3300308",0.733,"RJ","barra do pirai","Rio de Janeiro",6.756513696957,4.37713971310049,0,102487,1,102487,1,"Sim","Masculino",1,"64",0.325400259627867,0.00378071833648393,0.915620943314582,0.053875236294896,0,0,0,1,"RJ","Barra do Pirai","barra do pirai","89648326.06",18.3114050858946
"RJbarra mansa",330040,"3300407",0.729,"RJ","barra mansa","Rio de Janeiro",6.7444242551191,4.66842663562311,0,176469,1,176469,1,"Não","Masculino",0,"51",0.397106986899563,0,0.879639737991266,0.0347502327024511,1,0,0,0,"RJ","Barra Mansa","barra mansa","246127830.9",19.3213615967365
"RJbelford roxo",330045,"3300456",0.684,"RJ","belford roxo","Rio de Janeiro",6.81391701537747,3.21647294025189,1,495694,1,495694,1,"Não","Masculino",1,"53",0.285980843388481,0.121470099667774,0.599079487498445,0.160506644518272,1,0,0,0,"RJ","Belford Roxo","belford roxo","314157608.6",19.5654053561602
"RJbom jardim",330050,"3300506",0.66,"RJ","bom jardim","Rio de Janeiro",6.81901149314758,4.756688833627,0,26207,1,26207,1,"Não","Masculino",1,"49",0.211829436038514,0,0.921595598349381,0.0761194029850746,1,0,0,0,"RJ","Bom Jardim","bom jardim","41110770.45",17.5317806998806
"RJcabo frio",330070,"3300704",0.735,"RJ","cabo frio","Rio de Janeiro",6.91127906315575,4.80262663036632,0,180635,1,180635,1,"Sim","Masculino",1,"50",0.271278195488722,0.210428305400372,0.484511278195489,0.252017380509001,1,0,0,0,"RJ","Cabo Frio","cabo frio","447728234.7",19.9196969873383
"RJcachoeiras de macacu",330080,"3300803",0.7,"RJ","cachoeiras de macacu","Rio de Janeiro",6.83181331840698,4.31842101158491,1,56529,1,56529,1,"Não","Masculino",1,"44",0.272518382352941,0,0.933363970588235,0.0713934022648941,0,0,0,1,"RJ","Cachoeiras de Macacu","cachoeiras de macacu","100063580.2",18.4213163439159
"RJcambuci",330090,"3300902",0.691,"RJ","cambuci","Rio de Janeiro",6.80653064321427,5.29360628681792,0,14772,0,14772,0,"Não","Masculino",1,"74",0.0537444933920705,0.0111801242236025,0.709251101321586,0.103105590062112,1,0,0,0,"RJ","Cambuci","cambuci","27834887.27",17.1418007296544
"RJcampos dos goytacazes",330100,"3301009",0.716,"RJ","campos dos goytacazes","Rio de Janeiro",6.86842175946646,5.44721139722947,0,431839,0,431839,1,"Não","Feminino",0,"46",0.63421194190425,0,0.915976331360947,0.0880902043692741,0,0,0,1,"RJ","Campos dos Goytacazes","campos dos goytacazes","1672260774.19",21.2374423048722
"RJcantagalo",330110,"3301108",0.709,"RJ","cantagalo","Rio de Janeiro",6.80693997374332,4.89806365549041,0,20491,1,20491,1,"Sim","Masculino",1,"57",0.150121065375303,0,0.916061339790153,0.0916299559471366,0,1,0,0,"RJ","Cantagalo","cantagalo","49376462.06",17.7149843920889
"RJcarapebus",330093,"3300936",0.713,"RJ","carapebus","Rio de Janeiro",6.87755377024902,5.18009673516061,0,11671,0,11671,0,"Não","Masculino",0,"41",0.169249845009299,0,0.650340979541227,0.53765490943756,1,0,0,0,"RJ","Carapebus","carapebus","65217802.48",17.9932430337989
"RJcardoso moreira",330115,"3301157",0.648,"RJ","cardoso moreira","Rio de Janeiro",6.82349284745013,5.425830686847,0,12502,0,12502,0,"Não","Masculino",0,"61",0.102846648301194,0.0498614958448753,0.662993572084481,0.113573407202216,1,0,0,0,"RJ","Cardoso Moreira","cardoso moreira","31465661.63",17.264407402213
"RJcarmo",330120,"3301207",0.696,"RJ","carmo","Rio de Janeiro",6.78437787398194,4.82108769221056,0,17784,0,17784,1,"Não","Masculino",0,"55",0.0108374384236453,0,0.859113300492611,0.163990825688073,1,0,0,0,"RJ","Carmo","carmo","36533559.37",17.413741830926
"RJcasimiro de abreu",330130,"3301306",0.726,"RJ","casimiro de abreu","Rio de Janeiro",6.86413771382641,4.72897947171438,0,29811,1,29811,1,"Não","Masculino",0,"40",0.171273445212241,0.00239234449760766,0.618953603158934,0.41866028708134,1,0,0,0,"RJ","Casimiro de Abreu","casimiro de abreu","151118408.5",18.8335742497363
"RJcomendador levy gasparian",330095,"3300951",0.685,"RJ","comendador levy gasparian","Rio de Janeiro",6.7500834070279,4.57656492897776,0,8760,0,8760,0,"Não","Masculino",0,"54",0.178678678678679,0,0.795795795795796,0.177358490566038,0,0,0,1,"RJ","Comendador Levy Gasparian","comendador levy gasparian","20858319.33",16.8532634352594
"RJcordeiro",330150,"3301504",0.729,"RJ","cordeiro","Rio de Janeiro",6.8119049533253,4.87106666636795,0,19797,1,19797,1,"Não","Masculino",1,"66",0.218181818181818,0,0.907692307692308,0.101694915254237,1,0,0,0,"RJ","Cordeiro","cordeiro","29857146.23",17.2119347738403
"RJduas barras",330160,"3301603",0.659,"RJ","duas barras","Rio de Janeiro",6.80201691417053,4.77136236085216,0,10848,1,10848,0,"Sim","Masculino",0,"51",0.2,0,0.932894736842105,0.0719322990126939,1,0,0,0,"RJ","Duas Barras","duas barras","27990563.73",17.1473780016961
"RJengenheiro paulo de frontin",330180,"3301801",0.722,"RJ","engenheiro paulo de frontin","Rio de Janeiro",6.77434959274195,4.12971170605939,1,13127,0,13127,1,"Sim","Masculino",1,"48",0.0869565217391304,0.152173913043478,0.454545454545455,0.0391304347826087,0,0,0,1,"RJ","Engenheiro Paulo de Frontin","engenheiro paulo de frontin","27461884.55",17.128309584864
"RJguapimirim",330185,"3301850",0.698,"RJ","guapimirim","Rio de Janeiro",6.81710820995744,3.84673753872952,1,48688,0,48688,0,"Não","Masculino",1,"31",0.0373134328358209,0.754601226993865,0.214661984196664,0.556237218813906,1,0,0,0,"RJ","Guapimirim","guapimirim","86963110.1",18.2809945648571
"RJiguaba grande",330187,"3301876",0.761,"RJ","iguaba grande","Rio de Janeiro",6.89426468879964,4.61065511621866,0,22199,1,22199,1,"Não","Masculino",0,"76",0.199226305609284,0,0.796905222437137,0.0938511326860841,0,1,0,0,"RJ","Iguaba Grande","iguaba grande","44196799.01",17.6041629238372
"RJitaborai",330190,"3301900",0.693,"RJ","itaborai","Rio de Janeiro",6.84525201862885,3.68637632389582,1,225309,1,225309,1,"Não","Masculino",1,"64",0.284957092377587,0.0410385259631491,0.602725896012115,0.36892797319933,0,1,0,0,"RJ","Itaborai","itaborai","219791390.2",19.208189428102
"RJitaguai",330200,"3302007",0.715,"RJ","itaguai","Rio de Janeiro",6.80124966350325,4.06663072365459,1,103515,0,103515,1,"Sim","Masculino",1,"48",0.154126615843553,0.0486461679669573,0.361120318196884,0.300137677833869,0,0,0,1,"RJ","Itaguai","itaguai","235860474.6",19.2787509788347
"RJitalva",330205,"3302056",0.688,"RJ","italva","Rio de Janeiro",6.81171783478516,5.42525833998919,0,14496,0,14496,0,"Não","Masculino",1,"55",0.068241469816273,0,0.690288713910761,0.0836501901140684,0,0,0,1,"RJ","Italva","italva","28143345.06",17.152821474654
"RJitaocara",330210,"3302106",0.713,"RJ","itaocara","Rio de Janeiro",6.80179458325228,5.18587628720229,0,22522,0,22522,1,"Não","Masculino",1,"52",0.21830985915493,0,0.914486921529175,0.0935093509350935,1,0,0,0,"RJ","Itaocara","itaocara","37705413.38",17.4453142330915
"RJitaperuna",330220,"3302205",0.73,"RJ","itaperuna","Rio de Janeiro",6.77668941586884,5.44979304317089,0,98347,0,98347,0,"Não","Masculino",0,"Ignorado",0.373252279635258,0,0.914893617021277,0.0930232558139535,1,0,0,0,"RJ","Itaperuna","itaperuna","141569418.9",18.7683007476791
"RJitatiaia",330225,"3302254",0.737,"RJ","itatiaia","Rio de Janeiro",6.71682477128254,4.98483873905225,0,34595,0,34595,1,"Não","Masculino",0,"60",0.181303116147309,0.00929944203347799,0.761567516525024,0.223806571605704,0,0,0,1,"RJ","Itatiaia","itatiaia","66922901.99",18.0190517982054
"RJjaperi",330227,"3302270",0.659,"RJ","japeri","Rio de Janeiro",6.7859039791498,3.9891692146048,1,100055,0,100055,1,"Não","Masculino",0,"41",0.132068965517241,0.281286549707602,0.589655172413793,0.414619883040936,0,0,0,1,"RJ","Japeri","japeri","83809569.73",18.2440577561877
"RJlaje do muriae",330230,"3302304",0.668,"RJ","laje do muriae","Rio de Janeiro",6.75625774312037,5.39062303733206,0,7996,0,7996,0,"Não","Masculino",1,"55",0.027710843373494,0.0186567164179104,0.64578313253012,0.324626865671642,1,0,0,0,"RJ","Laje do Muriae","laje do muriae","19751562.32",16.7987431509929
"RJmacuco",330245,"3302452",0.703,"RJ","macuco","Rio de Janeiro",6.81588118905369,4.95364157257614,0,5561,1,5561,0,"Sim","Masculino",0,"55",0.162271805273834,0,0.598377281947262,0.542372881355932,1,0,0,0,"RJ","Macuco","macuco","21382302.43",16.8780741485955
"RJmage",330250,"3302502",0.709,"RJ","mage","Rio de Janeiro",6.82480835816121,3.48584485572244,1,240940,1,240940,0,"Não","Masculino",0,"42",0.166988790104368,0,0.98299188248937,0.0173023987416437,1,0,0,0,"RJ","Mage","mage","224097185.7",19.2275903804594
"RJmangaratiba",330260,"3302601",0.753,"RJ","mangaratiba","Rio de Janeiro",6.79838674192677,4.44898410279876,1,31848,0,31848,1,"Sim","Masculino",0,"50",0.163128191346412,0,0.592045149153453,0.6890603722197,0,0,0,1,"RJ","Mangaratiba","mangaratiba","158871696.4",18.883607493552
"RJmarica",330270,"3302700",0.765,"RJ","marica","Rio de Janeiro",6.86451369294311,3.68587494509364,1,119231,0,119231,1,"Não","Masculino",1,"38",0.737853107344633,0,0.859133709981168,0.163963174046471,1,0,0,0,"RJ","Marica","marica","114809378",18.5587837284088
